Temp,Humd,Label
22.0,33.0,1
22.0,33.0,1
22.0,33.0,1
22.0,33.0,1
22.0,33.0,1
22.0,33.0,1
22.0,34.0,1
22.0,34.0,1
22.0,34.0,1
22.0,34.0,1
22.0,34.0,1
22.0,34.0,1
22.0,34.0,1
22.0,47.0,1
23.0,45.0,1
23.0,46.0,1
23.0,45.0,1
23.0,46.0,1
23.0,58.0,1
23.0,58.0,1
23.0,59.0,1
23.0,63.0,1
23.0,69.0,1
23.0,69.0,1
24.0,69.0,1
24.0,69.0,1
24.0,69.0,1
24.0,70.0,1
24.0,70.0,1
24.0,70.0,1
24.0,70.0,1
24.0,69.0,1
24.0,69.0,1
24.0,69.0,1
24.0,68.0,1
24.0,67.0,1
24.0,73.0,1
25.0,80.0,1
25.0,80.0,1
25.0,81.0,1
26.0,84.0,1
26.0,86.0,1
27.0,87.0,1
27.0,88.0,1
27.0,88.0,1
27.0,88.0,1
27.0,89.0,1
28.0,88.0,1
28.0,88.0,1
28.0,88.0,1
28.0,88.0,1
28.0,89.0,1
28.0,89.0,1
28.0,89.0,1
29.0,89.0,1
29.0,89.0,1
29.0,89.0,1
29.0,89.0,1
29.0,89.0,1
30.0,88.0,1
30.0,88.0,1
30.0,88.0,1
30.0,88.0,1
30.0,88.0,1
30.0,89.0,1
31.0,89.0,1
31.0,90.0,1
31.0,90.0,1
31.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,91.0,1
32.0,91.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
32.0,90.0,1
31.0,90.0,1
31.0,90.0,1
30.0,88.0,1
29.0,88.0,1
29.0,87.0,1
29.0,87.0,1
29.0,86.0,1
29.0,86.0,1
29.0,85.0,1
28.0,84.0,1
28.0,84.0,1
28.0,84.0,1
28.0,83.0,1
28.0,83.0,1
28.0,82.0,1
28.0,82.0,1
28.0,81.0,1
28.0,80.0,1
28.0,80.0,1
28.0,80.0,1
28.0,80.0,1
28.0,79.0,1
28.0,79.0,1
28.0,78.0,1
28.0,78.0,1
28.0,77.0,1
28.0,77.0,1
28.0,76.0,1
28.0,76.0,1
28.0,75.0,1
28.0,74.0,1
28.0,74.0,1
28.0,73.0,1
28.0,72.0,1
28.0,72.0,1
28.0,72.0,1
28.0,71.0,1
28.0,70.0,1
27.0,68.0,1
27.0,68.0,1
27.0,67.0,1
27.0,66.0,1
27.0,62.0,1
27.0,62.0,1
27.0,61.0,1
27.0,56.0,1
27.0,55.0,1
27.0,53.0,1
27.0,52.0,1
27.0,52.0,1
27.0,52.0,1
27.0,51.0,1
27.0,51.0,1
27.0,50.0,1
26.0,50.0,1
26.0,48.0,1
26.0,48.0,1
26.0,48.0,1
26.0,48.0,1
26.0,47.0,1
26.0,47.0,1
26.0,47.0,1
26.0,46.0,1
26.0,46.0,1
26.0,46.0,1
26.0,45.0,1
26.0,45.0,1
26.0,45.0,1
26.0,44.0,1
26.0,44.0,1
26.0,44.0,1
26.0,44.0,1
26.0,43.0,1
26.0,43.0,1
26.0,42.0,1
26.0,41.0,1
26.0,41.0,1
26.0,41.0,1
26.0,41.0,1
26.0,40.0,1
26.0,40.0,1
26.0,40.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,39.0,1
26.0,38.0,1
25.0,37.0,1
25.0,37.0,1
25.0,37.0,1
25.0,37.0,1
25.0,36.0,1
25.0,36.0,1
25.0,34.0,1
25.0,34.0,1
25.0,33.0,1
25.0,33.0,1
25.0,33.0,1
25.0,33.0,1
25.0,33.0,1
25.0,33.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,32.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,30.0,1
25.0,29.0,1
25.0,29.0,1
25.0,29.0,1
25.0,29.0,1
25.0,29.0,1
25.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,29.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,28.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,26.0,1
24.0,25.0,1
24.0,26.0,1
24.0,26.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,25.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,24.0,1
24.0,26.0,1
24.0,26.0,1
24.0,30.0,1
24.0,31.0,1
24.0,31.0,1
24.0,31.0,1
24.0,32.0,1
24.0,33.0,1
24.0,34.0,1
24.0,34.0,1
24.0,35.0,1
24.0,36.0,1
24.0,37.0,1
24.0,38.0,1
24.0,39.0,1
24.0,39.0,1
24.0,40.0,1
24.0,41.0,1
24.0,45.0,1
24.0,46.0,1
24.0,47.0,1
24.0,48.0,1
24.0,49.0,1
24.0,49.0,1
24.0,50.0,1
25.0,54.0,1
25.0,56.0,1
25.0,57.0,1
25.0,57.0,1
25.0,58.0,1
25.0,59.0,1
25.0,60.0,1
25.0,61.0,1
25.0,62.0,1
25.0,63.0,1
25.0,63.0,1
25.0,64.0,1
25.0,65.0,1
25.0,66.0,1
25.0,67.0,1
25.0,68.0,1
25.0,68.0,1
25.0,69.0,1
25.0,69.0,1
25.0,69.0,1
25.0,70.0,1
25.0,71.0,1
25.0,71.0,1
26.0,73.0,1
26.0,73.0,1
26.0,73.0,1
26.0,72.0,1
26.0,72.0,1
26.0,72.0,1
26.0,72.0,1
26.0,71.0,1
26.0,71.0,1
26.0,71.0,1
26.0,70.0,1
26.0,70.0,1
26.0,69.0,1
26.0,69.0,1
26.0,69.0,1
26.0,68.0,1
26.0,68.0,1
26.0,67.0,1
26.0,66.0,1
26.0,65.0,1
26.0,64.0,1
26.0,63.0,1
26.0,63.0,1
26.0,63.0,1
26.0,62.0,1
26.0,62.0,1
26.0,63.0,1
26.0,63.0,1
26.0,63.0,1
26.0,63.0,1
26.0,64.0,1
26.0,64.0,1
26.0,64.0,1
26.0,65.0,1
26.0,65.0,1
26.0,66.0,1
26.0,66.0,1
26.0,66.0,1
26.0,66.0,1
26.0,66.0,1
26.0,66.0,1
26.0,66.0,1
27.0,69.0,1
27.0,69.0,1
27.0,69.0,1
27.0,69.0,1
28.0,72.0,1
28.0,72.0,1
28.0,72.0,1
28.0,73.0,1
28.0,74.0,1
28.0,75.0,1
28.0,76.0,1
28.0,76.0,1
28.0,76.0,1
28.0,76.0,1
28.0,77.0,1
28.0,77.0,1
28.0,77.0,1
29.0,77.0,1
29.0,78.0,1
29.0,78.0,1
29.0,78.0,1
29.0,78.0,1
29.0,78.0,1
29.0,79.0,1
29.0,79.0,1
29.0,79.0,1
29.0,79.0,1
29.0,79.0,1
29.0,80.0,1
29.0,80.0,1
29.0,80.0,1
29.0,80.0,1
30.0,79.0,1
30.0,79.0,1
30.0,79.0,1
30.0,79.0,1
30.0,80.0,1
30.0,80.0,1
30.0,80.0,1
30.0,80.0,1
30.0,81.0,1
30.0,81.0,1
30.0,81.0,1
30.0,81.0,1
30.0,81.0,1
30.0,82.0,1
30.0,82.0,1
31.0,82.0,1
31.0,82.0,1
31.0,82.0,1
31.0,82.0,1
31.0,82.0,1
31.0,83.0,1
31.0,83.0,1
31.0,83.0,1
31.0,83.0,1
31.0,83.0,1
31.0,83.0,1
31.0,84.0,1
32.0,86.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,87.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
32.0,88.0,1
33.0,87.0,1
33.0,87.0,1
33.0,87.0,1
33.0,87.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,88.0,1
33.0,89.0,1
33.0,89.0,1
33.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,89.0,1
34.0,88.0,1
34.0,88.0,1
34.0,88.0,1
34.0,88.0,1
34.0,87.0,1
34.0,87.0,1
34.0,87.0,1
34.0,87.0,1
34.0,87.0,1
34.0,86.0,1
34.0,85.0,1
34.0,85.0,1
34.0,84.0,1
34.0,83.0,1
34.0,82.0,1
33.0,82.0,1
33.0,78.0,1
33.0,78.0,1
33.0,77.0,1
33.0,76.0,1
33.0,75.0,1
33.0,74.0,1
33.0,74.0,1
33.0,69.0,1
33.0,68.0,1
33.0,67.0,1
32.0,63.0,1
32.0,62.0,1
32.0,61.0,1
32.0,60.0,1
32.0,59.0,1
32.0,58.0,1
32.0,57.0,1
32.0,56.0,1
32.0,56.0,1
32.0,55.0,1
32.0,54.0,1
32.0,53.0,1
32.0,52.0,1
32.0,51.0,1
32.0,51.0,1
32.0,50.0,1
32.0,49.0,1
32.0,49.0,1
32.0,48.0,1
32.0,47.0,1
31.0,47.0,1
31.0,46.0,1
31.0,46.0,1
31.0,46.0,1
31.0,45.0,1
31.0,45.0,1
31.0,44.0,1
31.0,44.0,1
31.0,43.0,1
31.0,43.0,1
31.0,42.0,1
31.0,42.0,1
31.0,42.0,1
31.0,41.0,1
31.0,41.0,1
31.0,41.0,1
31.0,40.0,1
31.0,38.0,1
31.0,38.0,1
30.0,37.0,1
30.0,37.0,1
30.0,37.0,1
30.0,36.0,1
30.0,36.0,1
30.0,36.0,1
30.0,36.0,1
30.0,35.0,1
30.0,35.0,1
30.0,35.0,1
30.0,34.0,1
30.0,34.0,1
30.0,33.0,1
30.0,33.0,1
30.0,33.0,1
30.0,32.0,1
30.0,32.0,1
30.0,32.0,1
30.0,32.0,1
29.0,32.0,1
29.0,32.0,1
29.0,32.0,1
29.0,32.0,1
29.0,31.0,1
29.0,31.0,1
29.0,31.0,1
29.0,31.0,1
29.0,31.0,1
29.0,31.0,1
29.0,30.0,1
29.0,30.0,1
29.0,30.0,1
29.0,30.0,1
29.0,30.0,1
29.0,30.0,1
29.0,29.0,1
29.0,29.0,1
29.0,29.0,1
29.0,29.0,1
29.0,29.0,1
29.0,29.0,1
29.0,28.0,1
28.0,27.0,1
28.0,27.0,1
28.0,27.0,1
28.0,27.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,26.0,1
28.0,25.0,1
28.0,25.0,1
28.0,25.0,1
28.0,25.0,1
28.0,25.0,1
28.0,25.0,1
28.0,25.0,1
28.0,24.0,1
28.0,24.0,1
28.0,24.0,1
28.0,24.0,1
28.0,24.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,23.0,1
28.0,22.0,1
28.0,22.0,1
28.0,22.0,1
28.0,22.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,23.0,1
27.0,22.0,1
27.0,22.0,1
27.0,22.0,1
27.0,22.0,1
27.0,22.0,1
27.0,22.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
27.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,20.0,1
26.0,21.0,1
26.0,21.0,1
26.0,21.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
26.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
25.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
24.0,20.0,1
210.0,148.0,0
142.0,460.0,0
276.0,349.0,0
315.0,275.0,0
210.0,293.0,0
335.0,260.0,0
174.0,407.0,0
230.0,216.0,0
210.0,253.0,0
248.0,158.0,0
315.0,496.0,0
172.0,250.0,0
355.0,378.0,0
127.0,194.0,0
212.0,485.0,0
166.0,248.0,0
332.0,146.0,0
233.0,112.0,0
193.0,459.0,0
178.0,455.0,0
363.0,480.0,0
305.0,290.0,0
449.0,353.0,0
454.0,448.0,0
215.0,467.0,0
191.0,305.0,0
459.0,309.0,0
344.0,368.0,0
480.0,456.0,0
186.0,230.0,0
312.0,281.0,0
467.0,496.0,0
372.0,441.0,0
130.0,182.0,0
408.0,373.0,0
313.0,172.0,0
187.0,193.0,0
475.0,244.0,0
310.0,112.0,0
341.0,273.0,0
211.0,385.0,0
345.0,439.0,0
213.0,150.0,0
316.0,410.0,0
373.0,440.0,0
366.0,268.0,0
326.0,348.0,0
183.0,293.0,0
174.0,446.0,0
253.0,185.0,0
123.0,339.0,0
374.0,223.0,0
161.0,268.0,0
192.0,394.0,0
196.0,495.0,0
175.0,192.0,0
481.0,131.0,0
360.0,341.0,0
140.0,106.0,0
315.0,160.0,0
212.0,481.0,0
153.0,130.0,0
246.0,455.0,0
108.0,236.0,0
454.0,379.0,0
215.0,483.0,0
422.0,471.0,0
150.0,258.0,0
482.0,119.0,0
206.0,454.0,0
306.0,306.0,0
253.0,482.0,0
332.0,348.0,0
123.0,265.0,0
154.0,422.0,0
152.0,294.0,0
334.0,413.0,0
251.0,357.0,0
495.0,241.0,0
398.0,417.0,0
295.0,360.0,0
383.0,160.0,0
119.0,308.0,0
461.0,105.0,0
310.0,198.0,0
126.0,281.0,0
326.0,212.0,0
241.0,349.0,0
408.0,373.0,0
347.0,483.0,0
275.0,421.0,0
101.0,500.0,0
203.0,450.0,0
248.0,419.0,0
403.0,266.0,0
244.0,448.0,0
217.0,270.0,0
153.0,134.0,0
357.0,349.0,0
266.0,313.0,0
445.0,383.0,0
207.0,134.0,0
345.0,129.0,0
481.0,120.0,0
483.0,112.0,0
101.0,254.0,0
405.0,338.0,0
465.0,142.0,0
217.0,432.0,0
491.0,244.0,0
358.0,294.0,0
489.0,136.0,0
305.0,325.0,0
190.0,315.0,0
187.0,177.0,0
193.0,302.0,0
155.0,466.0,0
120.0,408.0,0
133.0,426.0,0
360.0,470.0,0
468.0,102.0,0
374.0,377.0,0
319.0,477.0,0
456.0,204.0,0
281.0,466.0,0
461.0,132.0,0
285.0,308.0,0
381.0,319.0,0
359.0,442.0,0
212.0,361.0,0
282.0,439.0,0
449.0,383.0,0
253.0,333.0,0
209.0,428.0,0
437.0,227.0,0
387.0,277.0,0
177.0,296.0,0
298.0,217.0,0
118.0,232.0,0
459.0,201.0,0
219.0,465.0,0
261.0,319.0,0
137.0,470.0,0
197.0,406.0,0
473.0,227.0,0
268.0,211.0,0
459.0,182.0,0
317.0,430.0,0
489.0,374.0,0
362.0,320.0,0
424.0,131.0,0
351.0,370.0,0
474.0,128.0,0
404.0,388.0,0
216.0,189.0,0
143.0,118.0,0
266.0,157.0,0
110.0,492.0,0
353.0,461.0,0
476.0,247.0,0
103.0,129.0,0
176.0,324.0,0
321.0,452.0,0
133.0,249.0,0
480.0,130.0,0
441.0,423.0,0
346.0,470.0,0
409.0,187.0,0
207.0,318.0,0
104.0,478.0,0
448.0,384.0,0
444.0,221.0,0
317.0,119.0,0
160.0,148.0,0
224.0,140.0,0
244.0,422.0,0
127.0,391.0,0
417.0,192.0,0
107.0,294.0,0
376.0,478.0,0
198.0,316.0,0
155.0,165.0,0
254.0,184.0,0
355.0,456.0,0
406.0,427.0,0
462.0,224.0,0
329.0,362.0,0
274.0,462.0,0
474.0,258.0,0
381.0,421.0,0
162.0,260.0,0
101.0,243.0,0
244.0,212.0,0
106.0,196.0,0
203.0,485.0,0
477.0,383.0,0
376.0,380.0,0
416.0,394.0,0
132.0,222.0,0
314.0,297.0,0
